DataSprzedazy,RodzajUbezpieczenia,KwotaSkladki,Region,CzasTrwaniaSprzedazy,PreferowanyKontakt,NowyKlient,SprzedanePolisy,IDSprzedawcy,Kontakt,DecyzjaKlienta
02/18/2023,Majatkowe,382.01,Wschodni,10.00,Osobiscie,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
03/14/2023,Zyciowe,934.50,Pólnocny,83.00,Telefon,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
01/18/2023,Majatkowe,635.57,Wschodni,71.00,Email,0.00,0.00,6.00,Email,Staly klient - rezygnacja
02/13/2023,Zyciowe,794.79,Wschodni,3.00,Telefon,0.00,0.00,17.00,Osobiscie,Staly klient - rezygnacja
07/06/2023,Zyciowe,124.96,Poludniowy,54.00,Telefon,1.00,0.00,9.00,Telefon,Nowy klient - odmowa zakupu polisy
03/17/2023,Zyciowe,177.59,Wschodni,20.00,Telefon,1.00,1.00,3.00,Osobiscie,Nowy klient - zakup polisy
12/05/2023,Majatkowe,642.86,Wschodni,21.00,Telefon,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
01/18/2023,Zyciowe,736.18,Pólnocny,54.00,Telefon,1.00,1.00,5.00,Email,Nowy klient - zakup polisy
09/03/2023,Majatkowe,350.09,Poludniowy,53.00,Telefon,1.00,1.00,15.00,Telefon,Nowy klient - zakup polisy
02/27/2023,Zyciowe,756.98,Zachodni,3.00,Telefon,0.00,1.00,12.00,Email,Staly klient - zakup polisy
04/24/2023,Majatkowe,257.73,Zachodni,20.00,Osobiscie,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
01/27/2023,Majatkowe,795.93,Zachodni,52.00,Email,0.00,1.00,19.00,Osobiscie,Staly klient - rezygnacja
06/17/2023,Majatkowe,720.25,Poludniowy,48.00,Osobiscie,1.00,0.00,10.00,Email,Nowy klient - odmowa zakupu polisy
03/28/2023,Zyciowe,425.71,Pólnocny,11.00,Email,0.00,1.00,7.00,Telefon,Staly klient - zakup polisy
05/29/2023,Zyciowe,317.15,Poludniowy,50.00,Telefon,0.00,0.00,16.00,Osobiscie,Staly klient - rezygnacja
02/05/2023,Zyciowe,271.81,Wschodni,76.00,Email,1.00,1.00,11.00,Email,Nowy klient - odmowa zakupu polisy
09/05/2023,Majatkowe,758.09,Poludniowy,13.00,Email,0.00,1.00,2.00,Telefon,Staly klient - zakup polisy
04/04/2023,Majatkowe,839.92,Wschodni,26.00,Osobiscie,0.00,1.00,20.00,Osobiscie,Staly klient - zakup polisy
01/15/2023,Majatkowe,393.07,Zachodni,21.00,Osobiscie,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
04/06/2023,Majatkowe,188.60,Pólnocny,28.00,Telefon,0.00,1.00,20.00,Email,Staly klient - zakup polisy
02/25/2023,Majatkowe,729.61,Zachodni,53.00,Email,1.00,1.00,12.00,Email,Nowy klient - zakup polisy
04/05/2023,Zyciowe,574.63,Poludniowy,12.00,Email,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
06/01/2023,Majatkowe,705.38,Zachodni,8.00,Osobiscie,0.00,1.00,13.00,Osobiscie,Staly klient - zakup polisy
02/04/2023,Zyciowe,117.71,Pólnocny,51.00,Osobiscie,1.00,1.00,15.00,Email,Nowy klient - zakup polisy
04/30/2023,Zyciowe,642.23,Pólnocny,50.00,Email,0.00,0.00,10.00,Telefon,Staly klient - rezygnacja
04/23/2023,Majatkowe,954.44,Poludniowy,45.00,Telefon,1.00,0.00,16.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/23/2023,Majatkowe,965.43,Pólnocny,50.00,Email,0.00,0.00,16.00,Telefon,Staly klient - rezygnacja
03/17/2023,Majatkowe,325.21,Zachodni,56.00,Osobiscie,1.00,1.00,5.00,Osobiscie,Nowy klient - zakup polisy
05/31/2023,Majatkowe,947.87,Zachodni,55.00,Telefon,1.00,1.00,5.00,Osobiscie,Nowy klient - zakup polisy
06/18/2023,Zyciowe,425.93,Poludniowy,43.00,Email,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/16/2023,Zyciowe,416.20,Poludniowy,7.00,Telefon,0.00,0.00,17.00,Osobiscie,Staly klient - rezygnacja
05/13/2023,Zyciowe,618.26,Pólnocny,52.00,Osobiscie,0.00,0.00,8.00,Osobiscie,Staly klient - rezygnacja
01/02/2023,Majatkowe,356.69,Pólnocny,4.00,Email,0.00,1.00,12.00,Telefon,Staly klient - zakup polisy
06/16/2023,Zyciowe,427.35,Poludniowy,16.00,Osobiscie,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
03/17/2023,Majatkowe,726.03,Pólnocny,17.00,Email,1.00,1.00,18.00,Email,Nowy klient - zakup polisy
04/06/2023,Zyciowe,789.65,Poludniowy,1.00,Telefon,0.00,0.00,9.00,Email,Staly klient - rezygnacja
05/25/2023,Zyciowe,993.05,Pólnocny,24.00,Telefon,0.00,0.00,4.00,Osobiscie,Staly klient - rezygnacja
02/13/2023,Zyciowe,549.58,Poludniowy,42.00,Telefon,1.00,1.00,19.00,Email,Nowy klient - odmowa zakupu polisy
03/24/2023,Zyciowe,371.94,Wschodni,7.00,Osobiscie,0.00,1.00,13.00,Telefon,Staly klient - zakup polisy
11/05/2023,Zyciowe,108.85,Pólnocny,1.00,Email,0.00,0.00,17.00,Telefon,Staly klient - rezygnacja
04/26/2023,Zyciowe,787.28,Pólnocny,20.00,Telefon,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
06/24/2023,Majatkowe,817.22,Zachodni,13.00,Osobiscie,1.00,1.00,18.00,Osobiscie,Nowy klient - zakup polisy
03/23/2023,Majatkowe,714.24,Wschodni,54.00,Osobiscie,1.00,0.00,12.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/13/2023,Majatkowe,173.36,Pólnocny,26.00,Telefon,1.00,1.00,14.00,Osobiscie,Nowy klient - zakup polisy
04/30/2023,Zyciowe,684.59,Zachodni,29.00,Osobiscie,1.00,1.00,3.00,Email,Nowy klient - zakup polisy
02/23/2023,Majatkowe,753.19,Poludniowy,15.00,Telefon,0.00,0.00,17.00,Email,Staly klient - rezygnacja
06/26/2023,Zyciowe,948.67,Poludniowy,13.00,Email,0.00,0.00,5.00,Osobiscie,Staly klient - rezygnacja
03/24/2023,Zyciowe,400.02,Wschodni,12.00,Telefon,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
06/25/2023,Zyciowe,343.50,Pólnocny,76.00,Osobiscie,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
11/02/2023,Majatkowe,818.85,Wschodni,14.00,Telefon,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
01/25/2023,Majatkowe,674.38,Wschodni,44.00,Telefon,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
03/05/2023,Zyciowe,667.24,Wschodni,16.00,Osobiscie,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
10/02/2023,Zyciowe,925.89,Pólnocny,14.00,Osobiscie,0.00,0.00,9.00,Osobiscie,Staly klient - rezygnacja
01/04/2023,Majatkowe,668.70,Zachodni,12.00,Telefon,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
09/02/2023,Zyciowe,655.00,Wschodni,54.00,Email,1.00,1.00,5.00,Email,Nowy klient - zakup polisy
02/06/2023,Majatkowe,139.55,Wschodni,12.00,Email,0.00,0.00,12.00,Osobiscie,Staly klient - rezygnacja
09/04/2023,Majatkowe,674.36,Poludniowy,29.00,Email,1.00,0.00,3.00,Email,Nowy klient - odmowa zakupu polisy
05/21/2023,Zyciowe,445.47,Poludniowy,17.00,Telefon,0.00,1.00,7.00,Telefon,Staly klient - zakup polisy
07/04/2023,Majatkowe,208.62,Zachodni,55.00,Osobiscie,1.00,0.00,17.00,Osobiscie,Nowy klient - odmowa zakupu polisy
01/20/2023,Majatkowe,298.58,Pólnocny,5.00,Osobiscie,0.00,0.00,5.00,Telefon,Staly klient - rezygnacja
06/01/2023,Zyciowe,984.20,Wschodni,5.00,Telefon,0.00,1.00,5.00,Osobiscie,Staly klient - zakup polisy
04/04/2023,Majatkowe,314.06,Pólnocny,51.00,Email,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/03/2023,Zyciowe,985.10,Poludniowy,8.00,Telefon,0.00,1.00,17.00,Email,Staly klient - zakup polisy
06/19/2023,Majatkowe,669.81,Wschodni,27.00,Telefon,1.00,1.00,14.00,Telefon,Nowy klient - zakup polisy
07/05/2023,Majatkowe,581.81,Wschodni,52.00,Telefon,1.00,1.00,15.00,Osobiscie,Nowy klient - zakup polisy
04/24/2023,Zyciowe,136.88,Wschodni,15.00,Telefon,1.00,1.00,18.00,Email,Nowy klient - zakup polisy
06/26/2023,Zyciowe,466.74,Pólnocny,49.00,Osobiscie,0.00,0.00,10.00,Telefon,Staly klient - rezygnacja
04/01/2023,Majatkowe,872.10,Poludniowy,53.00,Email,1.00,0.00,17.00,Osobiscie,Nowy klient - odmowa zakupu polisy
05/24/2023,Majatkowe,336.84,Zachodni,10.00,Email,0.00,1.00,12.00,Email,Staly klient - zakup polisy
06/03/2023,Majatkowe,968.60,Zachodni,20.00,Telefon,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
03/02/2023,Majatkowe,556.69,Zachodni,59.00,Telefon,1.00,1.00,17.00,Telefon,Nowy klient - zakup polisy
05/19/2023,Zyciowe,359.15,Wschodni,24.00,Telefon,0.00,1.00,20.00,Osobiscie,Staly klient - zakup polisy
01/18/2023,Majatkowe,968.46,Wschodni,50.00,Telefon,1.00,0.00,16.00,Telefon,Nowy klient - odmowa zakupu polisy
04/17/2023,Zyciowe,143.69,Pólnocny,57.00,Telefon,1.00,0.00,17.00,Email,Nowy klient - odmowa zakupu polisy
02/20/2023,Zyciowe,269.50,Zachodni,52.00,Email,0.00,0.00,16.00,Telefon,Staly klient - rezygnacja
02/26/2023,Zyciowe,401.54,Zachodni,69.00,Email,1.00,0.00,11.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/29/2023,Majatkowe,853.11,Pólnocny,12.00,Telefon,0.00,1.00,9.00,Osobiscie,Staly klient - zakup polisy
06/16/2023,Majatkowe,103.25,Zachodni,23.00,Telefon,1.00,0.00,4.00,Email,Nowy klient - odmowa zakupu polisy
06/13/2023,Majatkowe,727.56,Zachodni,29.00,Telefon,1.00,1.00,4.00,Osobiscie,Nowy klient - zakup polisy
10/02/2023,Majatkowe,639.20,Poludniowy,18.00,Telefon,0.00,1.00,18.00,Osobiscie,Staly klient - zakup polisy
03/29/2023,Zyciowe,868.93,Poludniowy,13.00,Osobiscie,0.00,0.00,5.00,Telefon,Staly klient - rezygnacja
06/01/2023,Zyciowe,770.39,Wschodni,71.00,Osobiscie,1.00,0.00,1.00,Osobiscie,Nowy klient - odmowa zakupu polisy
09/02/2023,Zyciowe,221.73,Wschodni,25.00,Telefon,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
01/18/2023,Zyciowe,162.30,Poludniowy,14.00,Osobiscie,0.00,1.00,13.00,Telefon,Staly klient - zakup polisy
01/05/2023,Majatkowe,264.12,Poludniowy,28.00,Osobiscie,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
06/14/2023,Majatkowe,757.74,Wschodni,56.00,Email,1.00,0.00,13.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/20/2023,Zyciowe,884.58,Poludniowy,4.00,Osobiscie,0.00,0.00,9.00,Osobiscie,Staly klient - rezygnacja
01/15/2023,Majatkowe,789.68,Wschodni,29.00,Email,0.00,0.00,4.00,Email,Staly klient - rezygnacja
10/04/2023,Majatkowe,108.79,Zachodni,63.00,Email,0.00,0.00,11.00,Email,Staly klient - rezygnacja
04/01/2023,Majatkowe,776.80,Zachodni,28.00,Email,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
02/19/2023,Zyciowe,204.63,Poludniowy,28.00,Email,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
08/01/2023,Majatkowe,200.92,Wschodni,64.00,Telefon,0.00,0.00,1.00,Telefon,Staly klient - rezygnacja
03/16/2023,Zyciowe,969.86,Wschodni,5.00,Email,0.00,0.00,12.00,Email,Staly klient - rezygnacja
02/28/2023,Majatkowe,427.88,Poludniowy,68.00,Osobiscie,1.00,0.00,6.00,Osobiscie,Nowy klient - odmowa zakupu polisy
01/17/2023,Zyciowe,911.12,Wschodni,25.00,Osobiscie,0.00,1.00,20.00,Email,Staly klient - zakup polisy
04/05/2023,Majatkowe,539.29,Wschodni,25.00,Email,1.00,1.00,3.00,Telefon,Nowy klient - zakup polisy
02/26/2023,Zyciowe,450.45,Poludniowy,67.00,Email,0.00,0.00,6.00,Osobiscie,Staly klient - rezygnacja
01/02/2023,Zyciowe,199.80,Poludniowy,23.00,Osobiscie,0.00,1.00,3.00,Osobiscie,Staly klient - zakup polisy
03/22/2023,Majatkowe,756.51,Wschodni,14.00,Email,0.00,0.00,5.00,Telefon,Staly klient - rezygnacja
04/03/2023,Zyciowe,144.54,Wschodni,10.00,Osobiscie,0.00,1.00,5.00,Email,Staly klient - zakup polisy
03/15/2023,Majatkowe,957.07,Wschodni,52.00,Osobiscie,1.00,0.00,8.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/20/2023,Majatkowe,562.75,Zachodni,69.00,Email,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
10/04/2023,Majatkowe,372.86,Wschodni,25.00,Email,0.00,1.00,4.00,Osobiscie,Staly klient - zakup polisy
11/02/2023,Majatkowe,120.73,Zachodni,24.00,Email,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
01/04/2023,Majatkowe,834.34,Wschodni,60.00,Telefon,1.00,0.00,11.00,Email,Nowy klient - odmowa zakupu polisy
12/02/2023,Majatkowe,190.23,Zachodni,21.00,Osobiscie,1.00,0.00,3.00,Osobiscie,Nowy klient - odmowa zakupu polisy
01/19/2023,Zyciowe,206.20,Pólnocny,57.00,Osobiscie,1.00,0.00,17.00,Telefon,Nowy klient - odmowa zakupu polisy
10/06/2023,Majatkowe,767.36,Wschodni,72.00,Email,0.00,0.00,6.00,Osobiscie,Staly klient - rezygnacja
04/14/2023,Zyciowe,288.78,Wschodni,30.00,Osobiscie,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
10/01/2023,Majatkowe,151.69,Pólnocny,27.00,Osobiscie,0.00,1.00,14.00,Email,Staly klient - zakup polisy
01/05/2023,Zyciowe,943.32,Pólnocny,51.00,Telefon,1.00,1.00,17.00,Telefon,Nowy klient - zakup polisy
03/15/2023,Zyciowe,980.50,Zachodni,17.00,Osobiscie,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
06/02/2023,Majatkowe,849.27,Zachodni,58.00,Osobiscie,1.00,0.00,12.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/18/2023,Majatkowe,773.35,Wschodni,46.00,Telefon,0.00,0.00,19.00,Email,Staly klient - rezygnacja
06/22/2023,Zyciowe,910.20,Pólnocny,20.00,Osobiscie,1.00,1.00,4.00,Osobiscie,Nowy klient - zakup polisy
01/06/2023,Zyciowe,817.00,Poludniowy,3.00,Telefon,0.00,1.00,13.00,Email,Staly klient - zakup polisy
04/15/2023,Majatkowe,685.04,Poludniowy,56.00,Email,1.00,1.00,13.00,Telefon,Nowy klient - zakup polisy
06/21/2023,Majatkowe,115.41,Zachodni,17.00,Telefon,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
02/04/2023,Majatkowe,633.20,Poludniowy,29.00,Telefon,0.00,0.00,4.00,Osobiscie,Staly klient - rezygnacja
06/02/2023,Majatkowe,467.74,Poludniowy,58.00,Email,1.00,1.00,17.00,Telefon,Nowy klient - zakup polisy
03/25/2023,Zyciowe,447.94,Poludniowy,9.00,Email,0.00,1.00,9.00,Telefon,Staly klient - zakup polisy
02/22/2023,Zyciowe,857.49,Poludniowy,40.00,Telefon,1.00,0.00,10.00,Email,Nowy klient - odmowa zakupu polisy
05/25/2023,Zyciowe,139.88,Wschodni,24.00,Osobiscie,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
04/05/2023,Zyciowe,226.84,Zachodni,10.00,Email,1.00,1.00,2.00,Email,Nowy klient - zakup polisy
04/01/2023,Zyciowe,123.58,Zachodni,64.00,Telefon,0.00,0.00,11.00,Email,Staly klient - rezygnacja
05/06/2023,Zyciowe,401.37,Pólnocny,30.00,Telefon,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
05/28/2023,Majatkowe,193.48,Pólnocny,14.00,Telefon,0.00,1.00,18.00,Email,Staly klient - zakup polisy
03/27/2023,Majatkowe,794.53,Wschodni,43.00,Telefon,0.00,1.00,8.00,Osobiscie,Staly klient - rezygnacja
08/01/2023,Majatkowe,778.46,Wschodni,61.00,Telefon,1.00,0.00,1.00,Telefon,Nowy klient - odmowa zakupu polisy
06/25/2023,Zyciowe,223.48,Pólnocny,21.00,Telefon,0.00,1.00,4.00,Osobiscie,Staly klient - zakup polisy
05/06/2023,Majatkowe,380.94,Poludniowy,10.00,Telefon,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
05/25/2023,Zyciowe,755.77,Pólnocny,65.00,Osobiscie,0.00,0.00,11.00,Email,Staly klient - rezygnacja
03/13/2023,Majatkowe,700.59,Poludniowy,3.00,Telefon,0.00,1.00,13.00,Email,Staly klient - zakup polisy
06/18/2023,Majatkowe,300.00,Pólnocny,56.00,Email,1.00,1.00,9.00,Telefon,Nowy klient - zakup polisy
06/15/2023,Zyciowe,458.92,Wschodni,27.00,Telefon,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
01/29/2023,Zyciowe,240.94,Wschodni,3.00,Telefon,0.00,1.00,12.00,Osobiscie,Staly klient - zakup polisy
03/13/2023,Majatkowe,701.07,Zachodni,71.00,Email,0.00,0.00,1.00,Osobiscie,Staly klient - rezygnacja
09/03/2023,Majatkowe,605.91,Pólnocny,23.00,Email,0.00,1.00,4.00,Telefon,Staly klient - zakup polisy
06/14/2023,Zyciowe,160.44,Pólnocny,14.00,Telefon,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
05/31/2023,Majatkowe,491.20,Pólnocny,78.00,Telefon,0.00,0.00,11.00,Osobiscie,Staly klient - rezygnacja
04/23/2023,Majatkowe,752.43,Wschodni,7.00,Telefon,0.00,0.00,17.00,Telefon,Staly klient - rezygnacja
10/05/2023,Majatkowe,262.33,Wschodni,14.00,Email,0.00,1.00,9.00,Osobiscie,Staly klient - zakup polisy
10/02/2023,Majatkowe,763.04,Wschodni,46.00,Osobiscie,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
09/04/2023,Majatkowe,591.19,Pólnocny,84.00,Email,1.00,0.00,6.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/15/2023,Majatkowe,162.12,Pólnocny,24.00,Email,0.00,0.00,3.00,Email,Staly klient - rezygnacja
02/23/2023,Majatkowe,939.95,Wschodni,49.00,Email,0.00,0.00,8.00,Telefon,Staly klient - rezygnacja
05/28/2023,Majatkowe,525.09,Wschodni,20.00,Email,0.00,1.00,7.00,Email,Staly klient - zakup polisy
04/28/2023,Zyciowe,859.21,Zachodni,87.00,Telefon,1.00,0.00,1.00,Telefon,Nowy klient - odmowa zakupu polisy
05/31/2023,Majatkowe,134.74,Wschodni,54.00,Osobiscie,1.00,1.00,13.00,Osobiscie,Nowy klient - zakup polisy
07/01/2023,Majatkowe,131.41,Wschodni,13.00,Email,1.00,1.00,2.00,Osobiscie,Nowy klient - zakup polisy
01/26/2023,Majatkowe,554.06,Pólnocny,17.00,Email,1.00,1.00,18.00,Email,Nowy klient - zakup polisy
01/30/2023,Zyciowe,907.03,Poludniowy,5.00,Osobiscie,0.00,0.00,12.00,Telefon,Staly klient - rezygnacja
01/23/2023,Majatkowe,489.04,Pólnocny,56.00,Email,1.00,1.00,16.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/18/2023,Zyciowe,501.95,Pólnocny,65.00,Telefon,1.00,0.00,6.00,Telefon,Nowy klient - odmowa zakupu polisy
02/20/2023,Majatkowe,966.85,Zachodni,21.00,Email,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
03/19/2023,Zyciowe,415.00,Wschodni,89.00,Telefon,0.00,0.00,6.00,Osobiscie,Staly klient - rezygnacja
07/04/2023,Zyciowe,984.54,Wschodni,20.00,Email,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
08/05/2023,Majatkowe,668.14,Pólnocny,29.00,Email,0.00,0.00,3.00,Osobiscie,Staly klient - rezygnacja
11/03/2023,Zyciowe,860.79,Zachodni,87.00,Telefon,1.00,0.00,1.00,Telefon,Nowy klient - odmowa zakupu polisy
03/27/2023,Zyciowe,691.10,Pólnocny,61.00,Telefon,0.00,0.00,11.00,Osobiscie,Staly klient - rezygnacja
04/15/2023,Majatkowe,636.01,Zachodni,58.00,Email,0.00,0.00,16.00,Telefon,Staly klient - rezygnacja
07/02/2023,Zyciowe,246.82,Poludniowy,55.00,Telefon,1.00,1.00,10.00,Email,Nowy klient - odmowa zakupu polisy
10/06/2023,Majatkowe,776.04,Pólnocny,26.00,Osobiscie,1.00,1.00,14.00,Osobiscie,Nowy klient - zakup polisy
04/06/2023,Majatkowe,924.20,Pólnocny,54.00,Telefon,1.00,1.00,13.00,Osobiscie,Nowy klient - zakup polisy
07/02/2023,Majatkowe,104.97,Poludniowy,67.00,Email,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
12/06/2023,Zyciowe,395.97,Pólnocny,58.00,Telefon,1.00,1.00,13.00,Email,Nowy klient - zakup polisy
04/25/2023,Majatkowe,639.63,Pólnocny,13.00,Telefon,0.00,1.00,18.00,Telefon,Staly klient - zakup polisy
10/04/2023,Majatkowe,614.94,Poludniowy,6.00,Osobiscie,0.00,0.00,17.00,Osobiscie,Staly klient - rezygnacja
06/16/2023,Zyciowe,487.21,Pólnocny,54.00,Telefon,1.00,0.00,17.00,Osobiscie,Nowy klient - odmowa zakupu polisy
09/04/2023,Zyciowe,516.85,Poludniowy,66.00,Osobiscie,0.00,0.00,1.00,Osobiscie,Staly klient - rezygnacja
01/16/2023,Majatkowe,422.20,Wschodni,46.00,Telefon,0.00,0.00,8.00,Email,Staly klient - rezygnacja
04/20/2023,Majatkowe,231.65,Zachodni,12.00,Telefon,0.00,1.00,15.00,Osobiscie,Staly klient - zakup polisy
10/06/2023,Zyciowe,672.26,Pólnocny,51.00,Email,1.00,1.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
11/04/2023,Majatkowe,462.58,Zachodni,27.00,Email,1.00,1.00,4.00,Osobiscie,Nowy klient - zakup polisy
07/06/2023,Majatkowe,325.68,Wschodni,50.00,Telefon,1.00,0.00,10.00,Email,Nowy klient - odmowa zakupu polisy
03/03/2023,Majatkowe,281.74,Pólnocny,5.00,Osobiscie,0.00,0.00,13.00,Telefon,Staly klient - rezygnacja
01/01/2023,Zyciowe,279.91,Zachodni,30.00,Email,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
05/30/2023,Majatkowe,506.59,Wschodni,30.00,Osobiscie,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
03/22/2023,Majatkowe,246.30,Wschodni,47.00,Osobiscie,1.00,1.00,19.00,Email,Nowy klient - odmowa zakupu polisy
03/17/2023,Zyciowe,677.12,Pólnocny,42.00,Telefon,0.00,1.00,10.00,Osobiscie,Staly klient - rezygnacja
08/03/2023,Zyciowe,466.66,Poludniowy,63.00,Email,1.00,0.00,11.00,Telefon,Nowy klient - odmowa zakupu polisy
03/04/2023,Majatkowe,360.18,Pólnocny,60.00,Telefon,1.00,1.00,15.00,Osobiscie,Nowy klient - zakup polisy
08/03/2023,Majatkowe,727.60,Wschodni,21.00,Osobiscie,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
02/28/2023,Zyciowe,713.00,Wschodni,43.00,Osobiscie,1.00,1.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/25/2023,Majatkowe,842.44,Poludniowy,15.00,Telefon,1.00,1.00,18.00,Email,Nowy klient - zakup polisy
04/04/2023,Zyciowe,538.57,Pólnocny,90.00,Email,0.00,1.00,6.00,Email,Staly klient - rezygnacja
10/04/2023,Majatkowe,552.45,Zachodni,86.00,Osobiscie,1.00,0.00,6.00,Osobiscie,Nowy klient - odmowa zakupu polisy
01/30/2023,Zyciowe,964.16,Pólnocny,26.00,Telefon,0.00,1.00,20.00,Email,Staly klient - zakup polisy
01/27/2023,Zyciowe,959.87,Pólnocny,54.00,Telefon,1.00,0.00,17.00,Email,Nowy klient - odmowa zakupu polisy
01/06/2023,Zyciowe,197.45,Poludniowy,11.00,Osobiscie,0.00,0.00,17.00,Email,Staly klient - rezygnacja
02/28/2023,Zyciowe,888.68,Zachodni,62.00,Email,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
01/01/2023,Zyciowe,637.92,Zachodni,27.00,Email,1.00,0.00,4.00,Osobiscie,Nowy klient - odmowa zakupu polisy
01/21/2023,Majatkowe,917.10,Pólnocny,11.00,Osobiscie,1.00,1.00,7.00,Osobiscie,Nowy klient - zakup polisy
03/25/2023,Majatkowe,888.42,Zachodni,24.00,Email,0.00,0.00,4.00,Telefon,Staly klient - rezygnacja
01/31/2023,Majatkowe,823.07,Poludniowy,52.00,Email,0.00,1.00,16.00,Telefon,Staly klient - rezygnacja
02/17/2023,Majatkowe,322.12,Poludniowy,62.00,Email,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
04/25/2023,Zyciowe,623.28,Poludniowy,20.00,Osobiscie,0.00,1.00,7.00,Telefon,Staly klient - zakup polisy
03/31/2023,Majatkowe,636.02,Poludniowy,11.00,Email,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
05/24/2023,Majatkowe,905.33,Pólnocny,16.00,Telefon,1.00,1.00,18.00,Email,Nowy klient - zakup polisy
04/19/2023,Zyciowe,646.04,Wschodni,54.00,Email,1.00,0.00,9.00,Email,Nowy klient - odmowa zakupu polisy
10/04/2023,Zyciowe,833.81,Pólnocny,55.00,Telefon,0.00,0.00,8.00,Telefon,Staly klient - rezygnacja
02/24/2023,Majatkowe,806.99,Wschodni,83.00,Osobiscie,0.00,0.00,6.00,Email,Staly klient - rezygnacja
04/15/2023,Majatkowe,998.03,Poludniowy,51.00,Email,1.00,0.00,12.00,Osobiscie,Nowy klient - odmowa zakupu polisy
01/23/2023,Majatkowe,538.50,Pólnocny,11.00,Osobiscie,0.00,1.00,18.00,Osobiscie,Staly klient - zakup polisy
12/03/2023,Zyciowe,823.74,Zachodni,55.00,Email,1.00,1.00,15.00,Telefon,Nowy klient - zakup polisy
10/02/2023,Zyciowe,252.49,Poludniowy,20.00,Osobiscie,1.00,1.00,14.00,Telefon,Nowy klient - zakup polisy
05/20/2023,Zyciowe,669.94,Pólnocny,53.00,Telefon,0.00,0.00,16.00,Telefon,Staly klient - rezygnacja
01/06/2023,Majatkowe,149.04,Zachodni,12.00,Telefon,0.00,0.00,17.00,Email,Staly klient - rezygnacja
06/23/2023,Majatkowe,571.56,Pólnocny,79.00,Telefon,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
01/13/2023,Majatkowe,854.94,Wschodni,12.00,Email,0.00,0.00,13.00,Osobiscie,Staly klient - rezygnacja
06/17/2023,Zyciowe,140.24,Zachodni,11.00,Email,0.00,0.00,13.00,Telefon,Staly klient - rezygnacja
05/26/2023,Zyciowe,851.17,Zachodni,18.00,Telefon,0.00,1.00,18.00,Telefon,Staly klient - zakup polisy
05/21/2023,Majatkowe,740.63,Wschodni,18.00,Telefon,0.00,1.00,2.00,Telefon,Staly klient - zakup polisy
